,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
3197,PM1800460,0078_0847,2020 K Street,2014,In Compliance,2020 K ST NW,2020 K CORPORATION,2.0,WASHINGTON,DC,20006.0,1975,Office,Office,504408.0,418749.0,73,70.5,70.5,221.5,221.5,3953.7,9.4,9712.8,8656261.8,,38.90211776,-77.04599329
3198,PM2222721,0459_0820,601 Pennsylvania Avenue,2014,In Compliance,0601 PENNSYLVANIA AV NW,SAUL SUBSIDIARY II LTD,2.0,WASHINGTON,DC,20004.0,1984,Office,Office,50188.0,250503.0,68,70.6,70.6,221.6,221.6,2366.8,9.4,5367.2,5181943.6,,38.89338834,-77.02052251
3200,PM1994306,0163_0055,Washington Square,2014,In Compliance,1050 CONNECTICUT AV NW,MARIA C TRIPOLI,2.0,WASHINGTON,DC,20036.0,1981,Office,Office,967088.0,654156.0,75,70.7,70.7,222.2,222.2,6195.5,9.5,16412.4,13564277.2,,38.90341773,-77.04072052
3201,PM1423392,0198_0846,1501 K St NW,2014,In Compliance,1501 K ST,I B ASSOCIATES LIMITED PARTNERSHIP,2.0,WASHINGTON,DC,20005.0,1923,Office,Office,502963.0,411655.0,70,70.8,70.8,222.4,222.4,3903.5,9.5,8957.3,8546261.4,,38.90295982,-77.03514501
3202,PM1384590,0345_0041,Washington Center,2014,In Compliance,1001 G ST NW,WASHINGTON CENTER TRUSTEE LLC,2.0,WASHINGTON,DC,20001.0,1989,Office,Office,562746.0,366607.0,79,71.3,71.3,223.8,223.8,3497.5,9.5,71.8,7657325.2,,38.89870632,-77.02648072
3203,PM1433767,0247_0101,1121 Fourteenth Street NW (Neuroscience),2014,In Compliance,1121 14TH ST,SOCIETY OF NEUROSCIENCE,2.0,WASHINGTON,DC,20005.0,2006,Office,Office,112762.0,88165.0,71,71.3,71.3,223.8,223.8,841.3,9.5,1627.8,1841846.6,,38.90450017,-77.03159101
3204,PM4019347,0253_0066,The Westory Building (DDOE),2014,In Compliance,0607 14TH ST NW,REEP-OFC WESTORY DC LLC,2.0,WASHINGTON,DC,20004.0,2001,Office,Office,295451.0,251409.0,67,71.4,71.4,224.1,224.1,2402.4,9.6,4228.1,5259757.2,,38.89772645,-77.03146537
3205,PM2701797,0317_0841,1101 New York Ave,2014,In Compliance,1101 NEW YORK AV,1101 NEW YORK HOLDINGS LLC,2.0,WASHINGTON,DC,20005.0,2007,Office,Office,512092.0,391370.0,77,73.6,73.2,225.2,224.8,3766.6,9.6,6983.2,8119951.7,10892.61007,38.90171205,-77.02762729
3207,PM1242253,0183_0883,NGS Headquarters,2014,In Compliance,1145 17TH ST,NATIONAL GEOGRAPHIC SOCIETY,2.0,WASHINGTON,DC,20036.0,1983,Office,Office,598351.0,746237.0,77,88.4,88.4,226.4,226.4,7355.0,9.9,11124.3,13975861.5,182914.1975,38.90514032,-77.03810198
3208,PM1342182,0574_0025,101 Constitution,2014,In Compliance,0101 CONSTITUTION AV NW,UNITED BROTHERHD CRPT JNR AM NATL H S FD,6.0,WASHINGTON,DC,20001.0,2002,Office,Office,561068.0,527366.0,77,72.3,72.3,226.9,226.9,5101.5,9.7,12311.7,11169156.2,,38.89286149,-77.01290811
3209,PM1960203,0720_0824,Station Place I,2014,In Compliance,0100 F ST,SECOND ST HOLDING LLC,6.0,WASHINGTON,DC,20002.0,2003,Office,Office,929605.0,788412.0,70,72.4,72.4,227.4,227.4,7643.1,9.7,14712.2,16733613.5,,38.89800997,-77.00425209999999
3210,PM1423627,0184_0069,1629 K St NW,2014,In Compliance,1629 K ST NW,DAVIS BUILDING LLC,2.0,WASHINGTON,DC,20006.0,1963,Office,Office,127650.0,105891.0,55,90.2,90.1,227.5,227.4,1050.6,9.9,3566.2,1972626.8,28172.932889999996,38.90288263,-77.03789659
3211,PM3262071,0859_0837,609 H STREET,2014,In Compliance,0601 H ST,645 H ST NE OFFICE PJV LLC,6.0,WASHINGTON,DC,20002.0,1987,Office,Office,110281.0,77158.0,62,72.8,2.1,228.7,6.7,752.3,9.7,1502.8,1647032.5,,38.89997239,-76.99809364
3212,PM3353545,0387_0866,L Enfant Plaza - NORTH,2014,In Compliance,0400 10TH ST SW,POTOMAC CREEK ASSOCIATES LP,6.0,WASHINGTON,DC,20024.0,1968,Office,Office,276288.0,382503.0,66,85.7,85.2,228.8,227.9,3792.1,9.9,9571.0,7444814.1,73744.00024,38.88453551,-77.02497561
3213,PM3955321,0093_0830,1666 Connecticut Ave NW,2014,In Compliance,1666 CONNECTICUT AV NW,1666 CONNECTICUT AVENUE LLC,2.0,WASHINGTON,DC,20009.0,1962,Office,Office,113302.0,84894.0,50,95.2,94.6,228.9,228.3,852.2,10.0,947.9,1535555.0,28400.29921,38.91232244,-77.0454458
3214,PM1397164,0218_0077,Franklin Tower,2014,In Compliance,1401 I ST,SRI EIGHT FRANKLIN TOWER LLC,2.0,WASHINGTON,DC,20005.0,1968,Office,Office,315944.0,218181.0,75,73.0,73.0,229.2,229.2,2132.1,9.8,2880.8,4667988.8,,38.90166403,-77.03241454
3215,PM1495502,0186_0040,"1620 Eye, LLC",2014,In Compliance,1620 I ST NW,1620 EYE LLC,2.0,WASHINGTON,DC,20006.0,1971,Office,Office,125367.0,117509.0,64,73.2,73.2,229.9,229.9,1152.0,9.8,3704.9,2522110.0,,38.90104862,-77.0375441
3216,PM3636920,0755_0003,The Heritage Foundation 214 Building,2014,In Compliance,0208 MASSACHUSETTS AV NE,THE HERITAGE FOUNDATION,6.0,WASHINGTON,DC,20002.0,1960,Office,Office,63291.0,75954.0,69,73.2,71.2,230.0,223.5,744.6,9.8,1036.6,1630289.1,,38.89544919,-77.00287113
3217,PM3088847,0117_0081,1140 19th Street NW,2014,In Compliance,1140 19TH ST NW,AREP 1140 19TH STREET LLC,2.0,WASHINGTON,DC,20036.0,1980,Office,Office,82821.0,72549.2,25,73.3,71.9,230.1,225.7,711.6,9.8,2758.2,1557983.4,,38.90495983,-77.04389254
3219,PM2999304,0531_0036,DC0321ZZ - JUDICIARY CENTER,2014,In Compliance,0555 4TH ST NW,555 FOURTH STREET ASSOCIATES,2.0,WASHINGTON,DC,20001.0,1982,Office,Office,472170.0,335372.0,74,73.3,72.7,230.2,228.2,3290.8,9.8,5581.4,7204888.6,,38.89686533,-77.0157061
3220,PM2293741,0122_0028,Old Main,2014,In Compliance,1922 F ST NW,GEORGE WASHINGTON UNIVERSITY,2.0,WASHINGTON,DC,20052.0,1915,Office,Office,55789.0,51261.0,52,98.1,97.0,230.5,228.8,519.5,10.1,326.2,916242.7,19019.03469,38.89692988,-77.04447969
3221,PM1066315,0086_0845,900 19th St.,2014,In Compliance,0900 19TH ST NW,PRESIDENTIAL PLAZA LP,2.0,WASHINGTON,DC,20006.0,1986,Office,Office,159565.0,102480.0,71,73.5,73.5,230.7,230.7,1008.0,9.8,1705.9,2206798.5,,38.90164024,-77.04387558
3222,PM3513020,3065_0036,Howard Center/ Book Store,2014,In Compliance,2225 GEORGIA AV NW,HOWARD UNIVERSITY,1.0,WASHINGTON,DC,20059.0,1978,Office,Office,122766.0,90157.0,60,76.0,73.8,231.0,224.0,890.6,9.9,4964.8,1911613.9,3283.000423,38.91973858,-77.02155398
3223,PM3531245,0289_0831,"1200 G Street, NW",2014,In Compliance,1200 G ST NW,12TH & G STREETS ASSOCIATES,2.0,WASHINGTON,DC,20005.0,1991,Office,Office,269751.0,196325.0,69,77.0,77.0,231.0,231.0,1941.4,9.9,4501.3,4133666.2,10046.04546,38.89801175,-77.02851874
3224,PM1069660,0182_0078,1640 Rhode Island Avenue NW (HRC),2014,In Compliance,1640 RHODE ISLAND AV NW,HUMAN RIGHTS CAMPAIGN FOUNDATION,2.0,WASHINGTON,DC,20036.0,1957,Office,Office,54633.0,67928.0,65,75.0,73.9,231.6,228.1,671.7,9.9,323.9,1456121.0,1239.018198,38.90629395,-77.03812428
3225,PM16885,0214_0103,1133 15th Street,2014,In Compliance,1133 15TH ST NW,1133 FIFTEENTH STREET LLC,2.0,WASHINGTON,DC,20005.0,1969,Office,Office,286200.0,207696.0,76,74.0,74.0,232.2,232.2,2056.3,9.9,2083.5,4502055.6,,38.90485327,-77.03400267
3226,PM1446135,0428_0020,810 7th St N.W.,2014,In Compliance,0810 7TH ST NW,KAN AM 810 SEVENTH STREET LP,2.0,WASHINGTON,DC,20001.0,1990,Office,Office,405885.0,282901.0,82,75.0,75.0,232.7,232.7,2809.1,9.9,6313.5,6107229.5,3686.945625,38.90048465,-77.02241806
3227,PM3283514,0563_0016,"Jemal's Darth Vader, LLC",2014,In Compliance,0111 MASSACHUSETTS AV NW,JEMALS DARTH VADER LLC,6.0,WASHINGTON,DC,20001.0,1983,Office,Office,382448.0,310129.0,58,74.1,74.1,232.7,232.7,3077.0,9.9,3951.8,6736824.3,,38.89972696,-77.01316290000001
3228,PM3510427,0627_0013,06270013_500 New Jersey Avenue,2014,In Compliance,0500 NEW JERSEY AV,NATL ASSOCIATION OF REALTORS,6.0,WASHINGTON,DC,20001.0,2004,Office,Office,105000.0,101985.0,63,74.2,73.0,233.1,229.3,1013.4,9.9,2241.3,2218721.7,,38.89644619,-77.01192033
3229,PM3956966,1025_0812,Maritime Plaza-2,2014,In Compliance,1220 12TH ST,WASHINGTON GAS LIGHT CO,6.0,WASHINGTON,DC,20003.0,2002,Office,Office,145117.0,160285.0,63,85.2,84.9,233.7,233.5,1618.4,10.1,1447.6,3242968.4,25833.707769999997,38.87499699,-76.98937203
3231,PM1947403,0171_0033,United Unions,2014,In Compliance,1750 NEW YORK AV NW,UNITED UNIONS INC,2.0,WASHINGTON,DC,20006.0,1973,Office,Office,216228.0,184573.0,68,86.0,85.8,236.9,236.7,4034.5,21.9,2546.9,3792368.6,29402.446069999998,38.8957028,-77.04112641
3232,PM4382740,0139_0810,The Ring Building,2014,In Compliance,1200 18TH ST NW,RING ASSOCIATES LLC,2.0,WASHINGTON,DC,20036.0,1947,Office,Office,192584.0,192584.0,56,75.6,74.0,237.3,232.5,1948.5,10.1,5053.5,4265988.8,,38.90598826,-77.04210182
3233,PM1331462,0105_0845,1801 Pennsylvania Ave.,2014,In Compliance,1801 PENNSYLVANIA AV,1801 PENNSYLVANIA AVENUE LLC,2.0,WASHINGTON,DC,20006.0,1991,Office,Office,276842.0,214997.0,63,76.3,75.8,238.0,236.6,2183.0,10.2,3632.3,4762691.5,1441.661404,38.90053395,-77.04199769
3234,PM3761920,0165_0814,818 Connecticut LLC,2014,In Compliance,0818 CONNECTICUT AV NW,818 CONNECTICUT LLC,2.0,WASHINGTON,DC,20006.0,1977,Office,Office,93196.0,93189.0,77,75.9,75.0,238.2,235.7,946.4,10.2,2472.4,2072102.6,,38.9009142,-77.0387482
3235,PM1556355,0169_0070,1776 G Street,2014,In Compliance,1776 - 1742 G ST NW,WASHINGTON REAL ESTATE INVESTMENT TRUST,2.0,WASHINGTON,DC,20006.0,1978,Office,Office,361940.0,273360.0,74,76.0,76.0,238.6,238.6,2780.6,10.2,5493.8,6087777.0,,38.897957399999996,-77.04119662
3237,PM4929642,2047_0001,Fannie Mae 4250  (220626),2014,In Compliance,4250 CONNECTICUT AV NW,FEDERAL NATIONAL MORTGAGE ASSOCIATION & WMATA,3.0,WASHINGTON,DC,20008.0,1982,Office,Office,383495.0,220495.0,56,88.9,88.9,238.9,238.9,2281.1,10.3,5864.3,4500973.3,42413.0179,38.94485398,-77.0644547
3238,PM1146829,0377_0044,"Jemal's Atlantic, LLC",2014,In Compliance,0950 F ST,JEMALS ATLANTIC LLC,2.0,WASHINGTON,DC,20004.0,2006,Office,Office,297109.0,270818.0,67,76.2,76.2,239.4,239.4,6189.2,22.9,5253.9,6052039.3,,38.89701318,-77.02541356
3239,PM3510462,0163_0052,1015 18th St.,2014,In Compliance,1015 18TH ST NW,1015 OB ASSOCIATES LLC,2.0,WASHINGTON,DC,20036.0,1970,Office,Office,139664.0,101103.0,47,76.5,75.3,240.2,236.3,1035.1,10.2,2579.2,2266284.3,,38.90316401,-77.04133843
3240,PM3475610,0117_0879,1133 20th Street Building Corp,2014,In Compliance,1133 20TH ST NW,1133 20TH ST BUILDING CORP,2.0,WASHINGTON,DC,20036.0,1984,Office,Office,165577.0,128261.0,54,76.7,76.7,240.8,240.8,1316.6,10.3,1429.8,2882452.8,,38.90495264,-77.04449291
3241,PM1327939,0168_0050,1700 Pennsylvania Avenue NW (Mills),2014,In Compliance,1700 PENNSYLVANIA AV NW,THE MILLS BUILDING ASSOCIATES LLC,2.0,WASHINGTON,DC,20006.0,1965,Office,Office,244556.0,176716.0,53,98.6,97.9,241.7,241.0,1868.7,10.6,4118.4,3424648.7,57336.1056,38.89861583,-77.03995725
3242,PM1257646,0074_0832,Professional Building,2014,In Compliance,2100 K ST NW,THE PROFESSIONAL ASSOCIATES,2.0,WASHINGTON,DC,20427.0,1960,Office,Office,98658.0,71154.0,54,87.1,86.7,242.1,241.7,761.7,10.7,752.1,1507559.7,2323.70077,38.90220684,-77.04699952
3243,PM23246,0166_0033,1747 Pennsylvania Avenue,2014,In Compliance,1747 - 1755 PENNSYLVANIA AV NW,1747 PENNSYLVANIA AVENUE ASSOCIATES LP,2.0,WASHINGTON,DC,20006.0,1969,Office,Office,219854.0,166429.0,56,77.1,77.1,242.2,242.2,1718.5,10.3,3214.8,3762535.7,,38.89966535,-77.04095503
3244,PM4531849,0342_0060,Cato Institute,2014,In Compliance,1000 MASSACHUSETTS AV,CATO INSTITUTE INC,2.0,WASHINGTON,DC,20001.0,1993,Office,Office,104133.0,75977.0,51,77.4,76.7,243.1,240.8,652.5,8.6,1381.8,1723799.9,,38.90322345,-77.02629328
3245,PM3016235,0126_0061,Farragut Center,2014,In Compliance,1727 I ST NW,FARRAGUT CENTER LLC,2.0,WASHINGTON,DC,20006.0,2001,Office,Office,374766.0,264000.0,59,77.5,80.1,243.4,251.4,2739.6,10.4,3712.1,5997983.0,,38.90166104,-77.04048885
3246,PM2596994,0184_0075,Independent Sector,2014,In Compliance,1602 L ST,1602 IS LLC,2.0,WASHINGTON,DC,20036.0,2006,Office,Office,62476.0,60830.0,43,77.9,76.8,244.6,241.2,634.2,10.4,699.9,1388592.4,,38.90343265,-77.03729794
3247,PM2362274,0164_0036,1050 17th,2014,In Compliance,1050 17TH ST NW,L-17 PARTNERSHIP,2.0,WASHINGTON,DC,20036.0,1974,Office,Office,155901.0,143739.0,62,78.0,78.0,245.1,245.1,1501.7,10.4,4556.4,3287844.6,,38.90333925,-77.03883814
3248,PM3411637,0390_0053,NBL Associates,2014,In Compliance,0800 9TH ST SW,NBL ASSOCIATES LP,6.0,WASHINGTON,DC,20024.0,1986,Office,Office,160748.0,120838.0,73,78.7,78.7,247.0,247.0,1272.5,10.5,1705.4,2785944.5,,38.88044989,-77.02414653
3249,PM2590139,0800_0029,300 M Street SE,2014,In Compliance,0300 M ST SE,FEDERAL CENTER LP,6.0,WASHINGTON,DC,20003.0,2001,Office,Office,397139.0,299132.0,55,78.7,78.7,247.2,247.2,3152.6,10.5,8477.1,6902239.2,,38.8767907,-77.00130619
3250,PM1600732,0070_0195,1200 New Hampshire,2014,In Compliance,1200 NEW HAMPSHIRE AV NW,N H STREET PARTNERS HOLDINGS LLC,2.0,WASHINGTON,DC,20036.0,1980,Office,Office,284658.0,304871.0,49,78.9,78.9,247.6,247.6,3218.1,10.6,9986.8,7045648.8,,38.90571072,-77.04767874
3251,PM1831622,0628_0896,Normandy- Capitol Place III,2014,In Compliance,0050 F ST NW,GLB CAPITOL PLACE III LLC,6.0,WASHINGTON,DC,20001.0,1985,Office,Office,266907.0,212247.0,68,78.9,77.9,247.6,244.6,2240.7,10.6,4429.9,4905778.0,,38.89697327,-77.01033239
3252,PM1356874,0216_0033,1015 15th Street,2014,In Compliance,1015 15TH ST NW,1015 15TH STREET INC,2.0,WASHINGTON,DC,20005.0,1979,Office,Office,252721.0,193006.0,62,80.1,80.1,249.0,249.0,2051.2,10.6,4097.5,4464237.1,2282.6499719999997,38.90288192,-77.03423718
3254,PM1711353,1661_0817,Chevy Chase Plaza,2014,In Compliance,5301 WISCONSIN AV NW,5301 WISCONSIN AVENUE ASSOCIATES,3.0,WASHINGTON,DC,20015.0,1988,Office,Office,250155.0,185198.0,61,80.2,80.2,251.8,251.8,1702.9,9.2,5030.0,4351978.7,,38.95934342,-77.08440763
3255,PM3513078,3064_0044,Wonder Plaza,2014,In Compliance,2301 GEORGIA AV NW,HOWARD UNIVERSITY,1.0,WASHINGTON,DC,20001.0,1906,Mixed Use Property,Office,119700.0,110000.0,70,83.9,83.0,251.9,251.1,1186.4,10.8,4646.9,2527855.7,5997.000355,38.92063465,-77.02154712
3256,PM3474408,0220_0064,1400 Eye Street,2014,In Compliance,1400 I ST NW,"ZG 1400 EYE, LLC",2.0,WASHINGTON,DC,20005.0,1982,Office,Office,257532.0,175760.0,57,80.4,80.4,252.4,252.4,1891.5,10.8,5958.7,4141130.9,,38.90100593,-77.03235823
3257,PM3603031,0493_0808,FCP-400,2014,In Compliance,0400 C ST SW,FEDERAL CENTER OFFICE ASSOCIATES LLC,6.0,WASHINGTON,DC,20024.0,1982,Office,Office,505175.0,417023.0,49,80.4,80.4,252.6,252.6,4490.5,10.8,9219.8,9831382.6,,38.88538023,-77.01813581
3259,PM2256771,0181_0161,1625 Massachusetts Avenue NW,2014,In Compliance,1625 MASSACHUSETTS AV NW,1625 MASSACHUSETTS AVENUE LLC,2.0,WASHINGTON,DC,20036.0,1972,Office,Office,266189.0,129780.0,62,80.8,78.9,253.7,247.8,1403.7,10.8,3467.9,3073181.8,,38.90815456,-77.03795446
3261,PM3229557,0076_0091,2001 K St,2014,In Compliance,2001 K ST NW,2001 K STREET LLC,2.0,WASHINGTON,DC,20006.0,2002,Office,Office,249744.0,277620.0,70,81.1,81.1,254.8,254.8,3015.8,10.9,2479.8,6602728.4,,38.90297944,-77.04531637
3262,PM3989425,0404_0817,American Public Health Association,2014,In Compliance,0800 I ST NW,AMERICAN PUBLIC HEALTH ASSOC,2.0,WASHINGTON,DC,20001.0,1999,Office,Office,61006.0,62466.0,35,81.4,81.4,255.6,255.6,680.5,10.9,295.5,1489982.3,,38.90065875,-77.02329073
3265,PM3990119,0630_0072,IBT Annex,2014,In Compliance,0025 LOUISIANA AV NW,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,6.0,WASHINGTON,DC,20001.0,1955,Office,Office,92327.0,75472.0,46,81.8,80.1,257.0,251.4,826.9,11.0,1356.7,1810360.6,,38.89509991,-77.0100887
3266,PM1034322,0197_0853,American Chemical Society - Headquarters,2014,In Compliance,1155 16TH ST NW,AMERICAN CHEMICAL SOCIETY,2.0,WASHINGTON,DC,20036.0,1959,Office,Office,144462.0,115470.0,89,99.4,99.3,257.1,257.0,1290.9,11.2,1457.9,2472598.8,30406.065410000003,38.90530315,-77.03604252
3267,PM3514246,1188_0118,Waterfront,2014,In Compliance,1010 - 1014 WISCONSIN AV NW,WATERFRONT CENTER LP,2.0,WASHINGTON,DC,20007.0,1985,Office,Office,320940.0,207863.0,55,83.0,83.0,257.6,257.7,2284.9,11.0,2667.6,4968999.4,2886.9998809999997,38.90298624,-77.06339747
3271,PM1423975,0185_0042,1666 K St NW,2014,In Compliance,1666 - 1632 K ST NW,1620 K LLC,2.0,WASHINGTON,DC,20006.0,1974,Office,Office,453352.0,293912.0,45,82.5,81.0,259.1,254.4,3246.2,11.0,7508.5,7107086.5,,38.90208265,-77.03797409999999
3272,PM4558775,5601_0056,Anacostia Gateway,2014,In Compliance,1800 MARTIN LUTHER KING JR AV,ANACOSTIA GATEWAY LLC,8.0,WASHINGTON,DC,20020.0,2007,Office,Office,115625.0,64000.0,33,82.8,82.8,259.9,259.9,709.2,11.1,350.4,1552762.7,,38.86754888,-76.98804076
3274,PM3998790,1196_0191,Georgetown Place South,2014,In Compliance,1101 - 1115 30TH ST NW,COLUMBIA REALTY VENTRUE LLC,2.0,WASHINGTON,DC,20007.0,1926,Office,Office,278347.0,89058.0,40,122.0,120.1,261.0,256.8,1034.4,11.6,812.7,1660382.4,51957.859019999996,38.90446839,-77.05861691
3275,PM1417479,0458_0021,625 Indiana Avenue,2014,In Compliance,0625 INDIANA AV NW,GPT PROPERTIES TRUST,2.0,WASHINGTON,DC,20004.0,1988,Office,Office,186071.0,163747.0,56,83.5,83.5,262.3,262.3,1831.2,11.2,3168.0,4009170.5,,38.89456791,-77.02071161
3276,PM1878470,0493_0806,FCP-500,2014,In Compliance,0500 C ST SW,FEDERAL CENTER OFFICE ASSOCIATES LLC,6.0,WASHINGTON,DC,20024.0,1981,Office,Office,436223.0,328847.0,53,83.6,83.6,262.5,262.5,3680.5,11.2,2336.8,8057976.5,,38.88544613,-77.01857597
3277,PM2728715,0568_0043,Communications  Workers of America Building,2014,In Compliance,0501 3RD ST NW,COMMUNICATIONS WORKERS OF AMERICA,2.0,WASHINGTON,DC,20001.0,1990,Office,Office,396741.0,217705.0,54,83.8,83.8,263.0,263.0,2441.0,11.2,39.2,5344177.6,,38.89655981,-77.01475228
3278,PM1398167,0322_0020,1111 Penn,2014,In Compliance,1111 PENNSYLVANIA AV NW,PRESIDENTIAL BUILDING LLC,2.0,WASHINGTON,DC,20004.0,1966,Office,Office,511817.0,371209.0,67,83.8,82.9,263.1,260.4,4163.4,11.2,6381.6,9115176.0,,38.89526887,-77.02757645
3280,PM3505225,0099_0050,2025 M Street (DDOE),2014,In Compliance,2025 M ST NW,2025 M STREET ASSOCIATES LLC,2.0,WASHINGTON,DC,20036.0,1969,Office,Office,293459.0,210801.0,66,84.0,84.0,263.6,263.6,2369.3,11.2,2959.5,5187360.8,,38.906079,-77.04578654
3281,PM1406853,0675_0847,"830 First Street, NE",2014,In Compliance,830 1ST ST,CIM URBAN REIT PROPERTIES VI LP,6.0,WASHINGTON,DC,20002.0,2001,Office,Office,233962.0,252992.0,69,84.2,84.2,264.2,264.2,2441.2,9.6,5086.2,6239577.0,,38.90110225,-77.00768358
3283,PM1497433,0214_0106,1101 15th Street,2014,In Compliance,1101 - 1117 15TH ST NW,1101 FIFTEENTH LLC,2.0,WASHINGTON,DC,20005.0,1976,Office,Office,213934.0,157363.0,47,84.7,82.2,266.0,258.2,1784.3,11.3,9934.9,3906567.1,,38.90409918,-77.0341499
3284,PM3500628,0319_0822,Gaslight Building,2014,In Compliance,1100 H ST NW,1100 H STREET LLC,2.0,WASHINGTON,DC,20005.0,1942,Office,Office,146986.0,146986.0,42,99.0,98.5,267.0,265.3,1698.9,11.6,2272.6,3361155.6,30814.8848,38.89960213,-77.02734837
3285,PM4018381,0733_0048,Republican National Committee,2014,In Compliance,0310 1ST ST SE,EDWARD W GILLESPIE,6.0,WASHINGTON,DC,20003.0,1972,Office,Office,86102.0,76757.0,39,89.0,88.6,268.0,266.9,880.5,11.5,2652.2,1878182.2,4258.292758,38.88541061,-77.00552243
3286,PM3274029,0319_0864,700 Eleventh Street w/ Cosi,2014,In Compliance,0700 - 1111 11TH ST NW,1991 ACQUISITION FUND ONE,2.0,WASHINGTON,DC,20001.0,1991,Office,Office,457926.0,347864.0,62,86.1,86.1,268.1,268.1,3979.6,11.4,6476.2,8667159.0,3938.0474299999996,38.8987307,-77.02753281
3287,PM3505691,0873_0112,600 Pennsylvania,2014,In Compliance,0600 PENNSYLVANIA AV SE,BDC PENNSYLVANIA AVENUE LLC,6.0,WASHINGTON,DC,20003.0,1975,Office,Office,182152.0,87630.0,42,85.5,84.2,268.3,264.4,1002.5,11.4,2685.7,2194841.0,,38.88572877,-76.99766665
3290,PM1417487,0288_0058,Herald Square - 1250 H Street N.W.,2014,In Compliance,1250 H ST NW,HUB PROPERTIES TRUST,2.0,WASHINGTON,DC,20005.0,1991,Office,Office,246351.0,197298.0,54,86.1,86.1,270.2,270.2,2273.0,11.5,4698.1,4976566.4,,38.899555799999995,-77.02910788
3291,PM1229621,0100_0118,Lafayette Centre Three,2014,In Compliance,1155 21ST ST NW,LAFAYETTE CENTRE PROPERTY LLC,2.0,WASHINGTON,DC,20036.0,1987,Office,Office,258186.0,306874.0,59,86.1,85.9,270.4,269.8,3538.0,11.5,3851.4,7745964.4,,38.90482284,-77.04609909
3292,PM3687817,0640_0069,Fairchild Building,2014,In Compliance,0499 SOUTH CAPITOL ST SW,MARFAIR JOINT VENTURE,6.0,WASHINGTON,DC,20003.0,1978,Office,Office,278599.0,221313.0,67,100.5,100.2,271.1,270.3,2701.7,12.2,4391.4,5163938.0,,38.88341899,-77.01040134
3293,PM4376473,0127_0051,Paralyzed Veterans of America,2014,In Compliance,0801 18TH ST NW,801 18TH STREET ASSOCIATES,2.0,WASHINGTON,DC,20006.0,1982,Office,Office,57976.0,49144.0,18,87.3,87.3,274.1,274.1,574.2,11.7,816.0,1257219.9,,38.90062292,-77.04139063
3295,PM1784213,0158_0080,American Legacy Foundation,2014,In Compliance,1724 MASSACHUSETTS AV NW,AMERICAN LEGACY FOUNDATION,2.0,WASHINGTON,DC,20036.0,1981,Office,Office,67223.0,43000.0,30,87.6,86.7,275.2,272.2,504.5,11.7,460.3,1104588.3,,38.90787314,-77.03949941
3296,PM1411430,0220_0067,875 15th St NW,2014,In Compliance,0875 15TH ST,BOWEN BUILDING LP,2.0,WASHINGTON,DC,20005.0,1922,Office,Office,164340.0,258777.0,54,88.1,88.1,276.7,276.7,3053.0,11.8,4280.8,6684138.7,,38.90100429,-77.03318406
3299,PM1567527,0253_0844,1310 G Street,2014,In Compliance,1310 G ST NW,GAEDEKE HOLDINGS III LTD,2.0,WASHINGTON,DC,20005.0,1991,Office,Office,241994.0,227165.0,85,89.0,89.0,279.5,279.5,2707.3,11.9,4774.2,5927354.9,,38.89803774,-77.03043528
3300,PM3520541,0250_0046,1333 H St NW,2014,In Compliance,1333 - 1343 H ST NW,MG-1333 LLC,2.0,WASHINGTON,DC,20005.0,1982,Office,Office,410210.0,274041.0,71,103.2,102.9,282.5,281.8,3346.1,12.2,4833.8,6694854.3,54265.06937999999,38.90053574,-77.031285
3301,PM3669102,0081_0829,515 22nd Street N.W.,2014,In Compliance,0515 22ND ST NW,515 22ND STREET LIMITED PARTNERSHIP,2.0,WASHINGTON,DC,20037.0,1941,Office,Office,108229.0,102080.0,30,93.2,93.2,283.7,283.7,1238.4,12.1,1442.6,2660083.7,4406.699221,38.89688787,-77.04842858
3302,PM2590132,1190_0842,1050 Thomas Jefferson Street NW,2014,In Compliance,1050 THOMAS JEFFERSON ST NW,KIRSTEIN GERWIRZ AND ABEL,2.0,WASHINGTON,DC,20007.0,1980,Office,Office,287032.0,206542.0,56,90.7,90.7,284.8,284.8,2507.5,12.1,6445.8,5489799.4,,38.90348715,-77.06043576
3303,PM3364476,0113_0060,Dupont Office/Washington DC/Site #C502,2014,In Compliance,1913 MASSACHUSETTS AV NW,PNC BANK NATL ASSOCIATION,2.0,WASHINGTON,DC,20036.0,1985,Office,Office,65611.0,24359.0,11,135.3,134.5,285.2,284.3,309.8,12.7,629.1,488879.9,16281.952,38.91050115,-77.04436524
