Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
PM3197385,0221_0037,740 15th Street NW,2013,In Compliance,750 15TH ST,JBC FUNDS 740 LLC,2,WASHINGTON,DC,20005,1907,Office,Office,207654,199844,74,49.9,49.9,156.7,156.7,1263.2,6.3,2138.7,2923391.145,NA,38.89986753,-77.03408856
PM3506659,1299_1006,Georgetown Plaza (DDOE),2013,In Compliance,2233 WISCONSIN AV NW,FRANK H HENNEBURG,3,WASHINGTON,DC,20007,1964,Office,Office,219496,147314,85,57.2,56.9,156.8,156.3,948.8,6.4,1883.9,1999631.879,15972.2,38.91999719,-77.0705704
PM1425442,0252_0083,700 13th Street,2013,In Compliance,0700 13TH ST NW,BCSP 700 THIRTEENTH STREET PROPERTY LLC,2,WASHINGTON,DC,20005,1988,Office,Office,360016,252713,84,50,50,156.9,156.9,1598.8,6.3,3198.7,3700158.401,NA,38.8987419,-77.03004089
PM1406610,0168_0823,1750 Pennsylvania Ave,2013,In Compliance,1750 PENNSYLVANIA AV NW,CESC 1750 PENNSYLVANIA LLC,2,WASHINGTON,DC,20006,1963,Office,Office,440029,349745,85,67.7,68.3,157,157.6,2314.3,6.6,4853.3,4210760.625,93256.484,38.89877617,-77.04087725
PM4373170,0181_0821,founding,2013,In Compliance,1424 16TH ST NW,TRUSTEES FOR CHURCH OF SCIENTOLOGY RELIGIOUS TRUST,2,WASHINGTON,DC,20036,1918,Worship Facility,Worship Facility,50233,50233,27,51.2,51.2,157.1,157,337.2,6.7,679.6,727472.6,921.3441139,38.90944999,-77.03702306
PM1390727,0186_0810,Chanin Building - 815 Connecticut,2013,In Compliance,0815 CONNECTICUT AV NW,"ALECTA PENSIONS FORSAKRING, OMSESIDIGT",2,WASHINGTON,DC,20006,1964,Office,Office,269617,190421,82,56.7,56.9,157.3,157.5,1228.2,6.4,9892.6,2610222.778,18924.538,38.9009624,-77.03795277
PM1407276,0290_0044,1299 Pennslyvania Ave NW,2013,In Compliance,0501 13TH ST NW,WARNER INVESTMENTS LP,2,WASHINGTON,DC,20221,1991,Office,Office,181840,772103,80,50.1,50.1,157.3,157.3,4898.6,6.3,5875.9,11334678.34,NA,38.89646985,-77.02882591
PM3630592,0247_0094,National Association for the Education of Young Children,2013,In Compliance,1313 L ST NW,NATIONAL ASSOCIATION FOR THE EDUCATION OF YOUNG CHILDREN,2,WASHINGTON,DC,20005,1984,Office,Office,118714,125000,83,50.2,50.2,157.7,157.7,840.2,6.7,1013.5,1839424.2,NA,38.90408625,-77.03056947
PM1273027,0252_0060,The Colorado Building,2013,In Compliance,1341 G ST NW,BEHRINGER HARVARD COLORADO BUILDING H LLC,2,WASHINGTON,DC,20005,1903,Office,Office,187780,146740,79,50.3,50.3,157.8,157.8,934.1,6.4,2849.6,2161888.072,NA,38.89860627,-77.03154384
PM1486998,0284_0042,1220 L Street,2013,In Compliance,1220 L ST NW,13TH AND L ASSOCIATES,2,WASHINGTON,DC,20005,1982,Office,Office,369164,319154,86,50.5,50.5,158.5,158.5,2040,6.4,4406.8,4721321.495,NA,38.90338335,-77.02913987
PM4053839,2934_0802,The Verona,2013,In Compliance,5601 13TH ST NW,5601 13TH STREET NW LLC,4,WASHINGTON,DC,20011,1955,Multifamily Housing,Multifamily Housing,70212,52680,2,74.3,74.6,158.9,159.1,372.5,7.1,6652.1,597140.9,18783.95553,38.95759562,-77.02919322
PM1424750,0626_0079,601 New Jersey Avenue,2013,In Compliance,601 NEW JERSEY AV,601 NEW JERSEY AVE LLC,6,WASHINGTON,DC,20001,2002,Office,Office,278640,275102,93,50.8,50.8,159.6,159.6,1771,6.4,4104.4,4098636.518,NA,38.89782974,-77.01158997
PM1071004,0218_0079,1400 K Street,2013,In Compliance,1400 K ST NW,TRIZECHAHN LLC - 1400 K STREET NW,2,WASHINGTON,DC,20005,1982,Office,Office,292090,206924,89,51,51,160.1,160.1,1335.9,6.5,2591.8,3091734.061,NA,38.90213988,-77.03241651
PM1553280,0217_0807,1411 K Street,2013,In Compliance,1411 K ST NW,1411 K PROPERTY LP,2,WASHINGTON,DC,20005,1959,Office,Office,89172,67067,78,61,60.9,160.5,160.3,444.9,6.6,1141.6,906856.8651,10001.687,38.9029137,-77.03255899
PM1257644,0142_0825,Northwestern Building,2013,In Compliance,1800 G ST NW,NORTHWESTERN DEVELOPMENT CO,2,WASHINGTON,DC,20006,1965,Office,Office,813848,727483,84,57.4,57.6,161.2,161.4,4799.8,6.6,8621.2,10301032.07,65742.354,38.89802254,-77.04257039
PM3514565,3582_0802,DCAA,2013,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,WASHINGTON,DC,20002,1990,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,208650,210000,53,85.2,86.4,161.8,163.3,1484.5,7.1,368,2132856.628,106065.001,38.90989355,-77.00386057
PM1675389,0197_0855,Columbia Center,2013,In Compliance,1152 15TH ST,MR COLUMBIA CENTER INVESTORS LLC,2,WASHINGTON,DC,20005,2007,Office,Office,425568,434382,84,51.6,51.6,161.9,161.9,2836.2,6.5,7694.5,6563991.699,NA,38.90491128,-77.03520904
PM19680,0213_0017,The National Housing Center Corporation,2013,In Compliance,1201 15TH ST,NATIONAL ASSOC OF HOME BUILDERS OF U S,2,WASHINGTON,DC,20005,1973,Office,Office,125815,240863,91,60,60.2,162,162.3,1605.8,6.7,1687.4,3344512.167,30284.686,38.90589493,-77.03368241
PM4364548,2967_0051,Dahlia Apartments,2013,In Compliance,7019 GEORGIA AV NW,7019 GEORGIA AVENUE LLC,4,WASHINGTON,DC,20012,1929,Multifamily Housing,Multifamily Housing,72204,72204,12,90.7,91.4,162.4,163,535.2,7.4,5439.1,679793.9,42301.15849,38.97551771,-77.02633039
PM1412761,0218_0080,McPherson Building,2013,In Compliance,0901 15TH ST NW,MULLEN MANAGEMENT COMPANY INC,2,WASHINGTON,DC,20005,1988,Office,Office,355204,308250,91,51.8,51.7,162.5,162.5,2135.5,6.9,3225.9,4675508.2,NA,38.90160618,-77.03308946
PM6768,0126_0057,1776 K Street NW,2013,In Compliance,1776 K ST NW,RIDDELL PROPERTIES INC,2,WASHINGTON,DC,20006,1969,Office,Office,256839,213067,83,59.8,59.8,162.7,162.7,1603.6,7.5,5307.5,2998784.629,NA,38.90218636,-77.04124112
PM1356879,0126_0060,"L&B 1775 Eye Street, LLC",2013,In Compliance,1775 I ST NW,L&B 1775 I STREET INC,2,WASHINGTON,DC,20006,1965,Office,Office,286694,206356,84,52.7,52.7,164.1,164.1,1366.9,6.6,2241.4,3148184.992,1241.611,38.90161205,-77.04119422
PM3408959,0027_0823,The Melrose Hotel,2013,In Compliance,2430 PENNSYLVANIA AV NW,HH MELROSE HOTEL ASSOCIATES LP,2,WASHINGTON,DC,20037,1950,Hotel,Hotel,164017,190400,68,85.3,85.6,164.1,164.4,1361.7,7.2,11558,1989541.728,94595.998,38.9029271,-77.05279439
PM29225,0321_0027,555 12TH STREET,2013,Incomplete Report,0555 12TH ST NW,MANUFACTURERS LIFE INSURANCE,2,WASHINGTON,DC,20004,1995,Office,Office,795132,887642,87,52.3,52.3,164.2,164.2,5878.8,6.6,14199.2,13605567.75,NA,38.89673485,-77.02758047
PM3682467,0029_0003,George Washington University Inn,2013,In Compliance,0824 NEW HAMPSHIRE AV NW,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20037,1960,Hotel,Hotel,79671,82000,62,87.9,88.6,164.3,164.9,590.3,7.2,5311.9,827245.0049,43883.52,38.90026003,-77.05297469
PM1180478,0289_0830,0601 Thirteenth Street NW (Homer),2013,In Compliance,0601 13TH ST NW,S KANN SONS COMPANY,2,WASHINGTON,DC,20005,1990,Office,Office,324726,459426,77,52.4,52.4,164.7,164.7,3050.8,6.6,4472.3,7060700.314,NA,38.8978349,-77.02912697
PM1423464,0162_0077,1726 M St NW,2013,In Compliance,1726 M ST NW,"VORNADO 1726 M ST, LLC",2,WASHINGTON,DC,20036,1965,Office,Office,148960,104932,83,58.5,58.6,165.5,165.6,710.3,6.8,2748.3,1531571.648,9042.742,38.9053399,-77.03944818
PM3472208,0085_0830,1900 L Street,2013,In Compliance,1900 L ST NW,ZG 1900 L STREET LLC,2,WASHINGTON,DC,20036,1964,Office,Office,155462,101978,88,76.9,77.7,165.7,166.6,721.3,7.1,2224.3,1215149.237,36981.539,38.90349186,-77.04390312
PM1326957,0137_0056,1800 Massachusetts Avenue NW (SEIU),2013,In Compliance,1800 - 1824 MASSACHUSETTS AV NW,1800 MASSACHUSETTS AVENUE CORP,2,WASHINGTON,DC,20036,1978,Office,Office,185604,204643,88,52.8,52.8,165.8,165.8,1368.6,6.7,2600.5,3167320.746,NA,38.90879054,-77.04227127
PM1413138,0161_0038,Connecticut Building,2013,In Compliance,1150 CONNECTICUT AV NW,NORTHWESTERN DEVELOPMENT COMPANY B,2,WASHINGTON,DC,20036,1975,Office,Office,246682,213025,86,66,66.3,166.1,166.5,1558,7.3,2898.9,2915051.668,2934.807,38.90536388,-77.04134142
PM3488404,0086_0844,1900 K Street Benchmark,2013,In Compliance,1900 K ST NW,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,2,WASHINGTON,DC,20006,1995,Office,Office,440000,384756,80,52.9,52.9,166.2,166.2,2726.2,7.1,3747.1,5968616.8,NA,38.9020726,-77.04391903
PM1415246,0081_0846,Dakota,2013,In Compliance,2100 F ST NW,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20052,1989,Residence Hall-Dormitory,Residence Hall-Dormitory,69402,70389,56,72.3,72.6,166.3,166.6,494.2,7,9033.8,892314.7508,20457.189,38.89705673,-77.04693372
PM1030402,0042_0054,Amsterdam Hall,2013,In Compliance,2350 H ST,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20052,1994,Residence Hall-Dormitory,Residence Hall-Dormitory,165390,129562,58,76.8,77.3,166.4,166.9,919.4,7.1,9594.5,1558010.244,46385.605,38.89928263,-77.05091747
PM1257639,0164_0035,Blake Building,2013,In Compliance,1025 CONNECTICUT AV NW,BLAKE DEVELOPMENT COMPANY,2,WASHINGTON,DC,20036,1967,Office,Office,466690,356508,88,64.8,65,166.6,166.8,2463.3,6.9,5912.4,4928097.789,62743.968,38.90332427,-77.03934766
PM3508507,3548_0002,KH - Kerby Hall,2013,In Compliance,4TH ST NE,TRINITY COLLEGE,5,WASHINGTON,DC,20017,1965,Residence Hall-Dormitory,Residence Hall-Dormitory,56787,51980,59,101.5,102.8,166.7,168.1,390.1,7.5,9548.4,438773.3933,37775.347,38.92704975,-77.00133098
PM1569687,0140_0095,1800 M Street,2013,In Compliance,1800 M ST NW,PRISA ACQUISITION LLC,2,WASHINGTON,DC,20036,1978,Office,Office,550211,588028,75,54.2,54.3,167.6,167.9,3982.8,6.8,8213.7,9129019.523,7208.14,38.9050952,-77.0421869
PM3965373,0217_0025,Continental Building,2013,In Compliance,1012 14TH ST NW,CONTINENTIAL BUILDING LP,2,WASHINGTON,DC,20005,1954,Office,Office,99360,80488,75,66.4,66.8,167.6,168,560.9,7,1783.2,1104901.067,15734.779,38.90318695,-77.03237991
PM1411897,0184_0074,1601 K Street,2013,In Compliance,1601 K ST,PPF OFF 1601 K ST LLC,2,WASHINGTON,DC,20006,2005,Office,Office,276579,231423,84,53.5,53.5,168.1,168.1,1569,6.8,2753.5,3631220.778,NA,38.90293375,-77.03707349
PM1030454,1374_0850,Somers Hall,2013,In Compliance,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,3,WASHINGTON,DC,20007,1970,Residence Hall-Dormitory,Residence Hall-Dormitory,271712,74541,56,73.7,74.1,168.7,169.1,531.4,7.1,4369.6,954562.3693,22395.71,38.91787929,-77.09129452
PM1436140,0463_0024,Capital Gallery,2013,In Compliance,0600 MARYLAND AV SW,OCEAN VIEW DEVELOPMENT COMPANY LP,6,WASHINGTON,DC,20024,1981,Office,Office,628340,571431,90,54.1,54.1,168.9,168.9,3894.8,6.8,25314.4,8976341.406,3000.702,38.88598743,-77.02090196
PM3283449,0346_0805,"Jemal's Cayre Woodies, LLC",2013,In Compliance,1025 F ST NW,JEMAL'S CAYRE WOODIES LLC,2,WASHINGTON,DC,20004,1902,Office,Office,475872,531458,79,53.9,53.9,169.1,169.1,3624.4,6.8,17660.8,8388233.271,NA,38.89784779,-77.02649555
PM1346869,0286_0818,1201& 1225  New York Ave.,2013,In Compliance,1201 NEW YORK AV NW,1201-1225 NEW YORK AVE SPE LLC,2,WASHINGTON,DC,20005,1993,Office,Office,554384,510397,85,57.3,57.4,169.2,169.4,3511.2,6.9,6374.2,7806535.1,26014.581,38.90098106,-77.02858197
PM1620667,0675_0832,77K Street Towers,2013,In Compliance,77 K ST,77 K STREET TOWER LLC,6,WASHINGTON,DC,20002,2008,Office,Office,346026,338929,89,55.7,55.7,169.4,169.5,2324.6,6.9,3949.6,5269955.25,8959.369,38.90203965,-77.00637307
PM1431050,0162_0821,1707 L Street,2013,In Compliance,1707 L ST NW,1709 L STREET NW LLC,2,WASHINGTON,DC,20036,1963,Office,Office,165374,109926,88,65.3,65.6,169.8,170,772.6,7,1261.9,1559607.255,18589.992,38.9040426,-77.03922741
PM16591,0106_0049,International Square,2013,In Compliance,1835 I ST NW,CARR CRHP PROPERTIES LLC,2,WASHINGTON,DC,20006,1980,Office,Office,1185122,1177174,85,54.2,54.2,170.3,170.3,8546.6,7.3,18214,18711762.3,NA,38.90189069,-77.04255763
PM1423434,0162_0822,1725 DeSales St NW,2013,In Compliance,1725 DE SALES ST NW,DESALES VENTURE LLC,2,WASHINGTON,DC,20036,1962,Office,Office,121709,81625,75,78.4,79,170.8,171.5,593.9,7.3,2327.8,1013283.757,29404.806,38.90496912,-77.0397416
PM2977909,0574_0810,NALC-100 Indiana Avenue,2013,In Compliance,0100 INDIANA AV NW,NATIONAL ASSOCIATION OF LETTER CARRIERS,6,WASHINGTON,DC,20001,1951,Office,Office,101094,61168,67,70.2,70.2,170.9,169.6,437.1,7.1,585.3,833794.1835,14464.928,38.8932997,-77.01252876
PM3500320,0628_0901,20 F Street,2013,In Compliance,0020 F ST,AMERICAN COLLEGE OF SURGEONS,6,WASHINGTON,DC,20001,2010,Office,Office,173460,178146,78,54.5,54.5,171.2,171.2,1230.1,6.9,1537.2,2846908.358,NA,38.89686283,-77.00996769
PM3262071,0859_0837,609 H STREET,2013,In Compliance,0601 H ST,645 H ST NE OFFICE PJV LLC,6,WASHINGTON,DC,20002,1987,Office,Office,110281,77158,82,54.6,54.6,171.5,171.5,533.8,6.9,1221.7,1235318.49,NA,38.89997239,-76.99809364
PM1733134,0100_0897,2000 M Street,2013,In Compliance,2000 M ST NW,CASTLE FAMILY LP,2,WASHINGTON,DC,20036,1971,Office,Office,321809,318867,97,61.1,61.4,172.4,172.6,2248.6,7.1,3398.1,4837178.456,29860.073,38.90522201,-77.04538336
PM2451324,0105_0843,1899 Pennsylvania Avenue,2013,In Compliance,1899 PENNSYLVANIA AV,1899 PENN OWNER LP,2,WASHINGTON,DC,20006,1925,Office,Office,195338,205741,83,56.6,56.6,172.5,172.5,1437,7,2517.4,3264738.759,4966.634,38.90047406,-77.04301792
PM4352773,0111_0082,The Caravel,2013,In Compliance,1601 CONNECTICUT AV NW,MICHAEL KAIN,2,WASHINGTON,DC,20009,1971,Office,Office,52552,45065,70,60.7,60.9,172.6,172.7,334.8,7.4,1230.5,687870.9,3884.436308,38.91137071,-77.04405909
PM1334631,0675_0841,Union Center Plaza,2013,In Compliance,0810 1ST ST NE,DC FIRST STREET CORPORATION,6,WASHINGTON,DC,20002,1987,Office,Office,202575,232126,83,55.2,55.2,173.5,173.5,1623.8,7,8277.2,3758135.68,NA,38.90063227,-77.00695892
PM1357840,0630_0071,Hall of the States,2013,In Compliance,0400 NORTH CAPITOL ST NW,JAMES J HAYES,6,WASHINGTON,DC,20001,1974,Office,Office,961282,606193,89,55.3,55.3,173.6,173.6,4243.2,7,3519.7,9820385.793,NA,38.89565704,-77.00991613
PM4406931,1227_0095,Holy Trinity Church and School,2013,In Compliance,3514 O ST NW,ROMAN CATHOLIC ARCHBISHOP  OF WASHINGTON,2,WASHINGTON,DC,20007,1918,K-12 School,K-12 School,80278,75128,38,83.3,84.2,173.6,174.6,582.3,7.8,1698.8,907496.9,31591.55038,38.90722324,-77.0698503
PM1069664,0403_0839,0900 Seventh Street NW (IBEW),2013,In Compliance,900 7TH ST,IBEW HEADQUARTERS BUILDING LLC,2,WASHINGTON,DC,20001,2004,Office,Office,300218,318853,89,55.4,55.4,174,174,2237.5,7,7498.9,5178420.121,NA,38.90116607,-77.02247428
PM3636985,0755_0849,The Heritage Foundation 208 Building,2013,In Compliance,0214 MASSACHUSETTS AV NE,HERITAGE FOUNDATION INC,6,WASHINGTON,DC,20002,1900,Office,Office,76589,67749,68,73.7,74.5,174.3,175.6,496.2,7.3,2019.6,921135.4097,18495.291,38.89531573,-77.00254329
PM3964249,0164_0001,1701 K Street,2013,In Compliance,1701 K ST NW,1701 K LLC,2,WASHINGTON,DC,20036,1954,Office,Office,70785,64425,70,78.3,79.1,174.4,175.3,476.7,7.4,2180.1,832890.7545,22014.36,38.90289467,-77.03878343
PM3509604,0157_0864,Brookings Institution,2013,In Compliance,1775 MASSACHUSETTS AV NW,BROOKINGS INSTITUTION,2,WASHINGTON,DC,20036,1959,Office,Office,173315,112278,77,75.4,76,174.7,175.3,826.6,7.4,3121.6,1504359.284,33280.337,38.9089868,-77.04049787
PM1421555,0157_0850,Bernstein Offit Building,2013,In Compliance,1717 MASSACHUSETTS AV NW,THE JOHN HOPKINS UNIVERSITY,2,WASHINGTON,DC,20036,1963,Office,Office,147541,122460,81,82.2,82.7,174.8,175.4,915.6,7.5,1184.9,1520372.705,48750.28,38.90875222,-77.03949061
PM3473679,0085_0843,1920 L Street,2013,In Compliance,1920 L ST,ZG 1920 L STREET LLC,2,WASHINGTON,DC,20036,1968,Office,Office,110000,104639,82,66.2,66.4,175,175.3,756.3,7.2,1360.6,1548713.528,16408.258,38.90345425,-77.04444479
PM3495308,PAR01330131,US Conf catholic Bishops,2013,In Compliance,3211 4TH ST NE,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,5,WASHINGTON,DC,20017,1989,Office,Office,169000,194131,76,72,72.4,175.3,175.6,1438.2,7.4,3661.1,2717195.86,40166.261,38.9297448,-76.99935536
PM1330640,0185_0828,1625 Eye Street,2013,In Compliance,1625 I ST,BFP 1625 EYE CO LLC,2,WASHINGTON,DC,20006,2002,Office,Office,624620,423533,83,56.3,56.3,176.8,176.8,3020,7.1,10561.2,6989432.855,NA,38.9017009,-77.03752514
PM4104309,2661_0862,Adams-Garden Towers,2013,In Compliance,2325 15TH ST NW,ADAMS GARDEN TOWERS LLC,1,WASHINGTON,DC,20009,1937,Multifamily Housing,Multifamily Housing,54613,49888,26,113.4,114.3,176.9,178,411.9,8.3,3109.3,404308.7,42780.19821,38.92090649,-77.03474526
PM1257640,0161_0037,Bender Building,2013,In Compliance,1120 CONNECTICUT AV NW,JACK I BENDER & SONS INC,2,WASHINGTON,DC,20036,1959,Office,Office,403277,362143,82,61.8,62,177,177.2,2671.6,7.4,5214.5,5706612.319,4279.451,38.90404472,-77.0410554
PM1494464,0486_0833,777 Sixth Street NW - 2781,2013,In Compliance,0777 6TH ST,MEPT 777 6TH STREET LLC,2,WASHINGTON,DC,20001,2007,Office,Office,202184,193479,80,56.4,56.4,177,177,1381.2,7.1,2403.3,3196650.93,NA,38.89937185,-77.01958964
PM3990210,0253_0806,Ra,2013,In Compliance,1317 F ST NW,RA LLC,2,WASHINGTON,DC,20004,1886,Office,Office,58916,45000,51,81.2,81.9,178.9,179.3,342.3,7.6,154.5,591166.9269,16369.284,38.89764328,-77.03040068
PM1409004,0626_0078,20 Massachusetts Avenue,2013,In Compliance,0020 - 0011 MASSACHUSETTS AV NW,GOVERNMENT PROPERTIES INCOME TRUST LLC,6,WASHINGTON,DC,20529,1974,Office,Office,437693,343324,88,62.2,62.4,179,179.2,2507.4,7.3,4774.6,5474441.48,26749.85,38.89767272,-77.01065814
PM4369226,0197_0084,American Association of University Women,2013,In Compliance,1111 16TH ST NW,AMERICAN ASSOCIATION UNIV WOMEN,2,WASHINGTON,DC,20036,1974,Office,Office,61863,61863,69,57.2,57.3,179.5,179.9,473.5,7.7,871.6,1036621.4,NA,38.90414677,-77.03606293
PM3502512,0073_0080,Gelman Building,2013,In Compliance,2120 L ST NW,GELMAN BUILDING LTD,2,WASHINGTON,DC,20037,1970,Office,Office,235326,235326,78,57.2,57.2,179.8,179.8,1706.1,7.2,2538.7,3948514.848,NA,38.90341296,-77.04760643
PM1984865,0117_0075,*50024 - 1129 20th Street NW,2013,In Compliance,1129 20TH ST,REPUBLIC 20TH STREET LLC,2,WASHINGTON,DC,20036,1969,Office,Office,139224,182117,84,57.5,57.5,180.4,180.4,1325.2,7.3,2367,3066941.538,6.189,38.90454833,-77.04449266
PM3990143,1932_0813,Sherry Hall,2013,In Compliance,2702 WISCONSIN AV,ALONZO O BLISS PROPERTIES,3,WASHINGTON,DC,20007,1943,Multifamily Housing,Multifamily Housing,50880,50880,23,108,109.6,180.4,182,423.7,8.3,2132.1,478014.1,38657.20865,38.92501553,-77.07365618
PM1409873,0184_0849,Kita Washington Center,2013,In Compliance,1660 L ST NW,KITA WASHINGTON CENTER LLC,2,WASHINGTON,DC,20036,1968,Office,Office,207740,137856,87,70.6,71,180.5,181,1032.7,7.5,3167.5,2057405.729,27069.628,38.90346577,-77.03808299
PM1347006,0248_0075,Franklin Court,2013,In Compliance,1330 L ST NW,FRANKLIN COURT INC,2,WASHINGTON,DC,20005,1991,Office,Office,653028,508315,78,57.8,57.8,180.6,180.6,3705,7.3,5116.4,8553825.865,1702.065,38.90341202,-77.03123352
PM3505560,0217_0047,1025 Vermont (DDOE),2013,In Compliance,1025 VERMONT AV NW,1025 VERMONT AVENUE LLC,2,WASHINGTON,DC,20005,1964,Office,Office,171345,118770,81,66,66.3,180.8,181,882,7.4,1588.8,1857111.351,14992.724,38.90330875,-77.03292487
PM1188995,0285_0048,1201 Eye Street,2013,In Compliance,1201 I ST,1215 I STREET NW ASSOCS LTD PARTNERSHIP,2,WASHINGTON,DC,20005,2001,Office,Office,274387,305868,84,57.6,57.6,180.9,180.9,2231.1,7.3,3666.5,5163525.838,NA,38.90164893,-77.02855962
PM1180513,0287_0038,1200 New York Avenue NW (AAAS),2013,In Compliance,1200 NEW YORK AV NW,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2,WASHINGTON,DC,20005,1995,Office,Office,263000,231089,79,68.2,68.6,181,181.4,1726.1,7.5,4103.8,3545302.031,36583.246,38.90017677,-77.02846157
PM3685596,0537_0809,Residence Inn Capitol,2013,In Compliance,333 E ST,SOUTHWEST CAPITOL ASSOCIATES LLC,6,WASHINGTON,DC,20024,2003,Hotel,Hotel,235962,190000,54,78.9,79.1,181.1,181.2,1517.3,8,8683.5,2615887,60711.63323,38.88367447,-77.01596309
PM1865876,0169_0071,CFR,2013,In Compliance,1777 F ST NW,COUNCIL ON FOREIGN RELATIONS INC,2,WASHINGTON,DC,20006,1981,Office,Office,83209,67330,71,57.9,58.3,181.8,183.1,493.6,7.3,640.3,1142381.895,NA,38.89760395,-77.04131334
PM1380124,0316_0035,1101 K Street,2013,In Compliance,1101 K ST,RG-1101 K LLC,2,WASHINGTON,DC,20005,2007,Office,Office,401508,307330,83,57.9,58.1,181.9,182.4,2255,7.3,6531.8,5218806.517,NA,38.90294764,-77.02763357
PM1396919,0107_0077,1875 K,2013,In Compliance,1845 K ST,333 MARKET EXCHANGE TWO LLC AND 123 MA EXCHANGE ONE LLC,2,WASHINGTON,DC,20036,2001,Office,Office,267097,211617,79,57.9,57.9,181.9,181.9,1552.7,7.3,2349,3593395.46,NA,38.9029569,-77.04303897
PM1397627,0250_0841,The Associations,2013,In Compliance,1307 NEW YORK AV,AMERICAN ASSOC OF STATE COLLEGES AND UNIVERSITIES,2,WASHINGTON,DC,20005,1923,Office,Office,144144,118330,77,57.9,57.9,181.9,181.9,867.9,7.3,1587.6,2008688.296,0,38.90053688,-77.0304129
PM1436314,0224_0022,Metropolitan Square,2013,In Compliance,0613 15TH ST NW,METROPLITAN SQUARE ASSOCIATES LLC,2,WASHINGTON,DC,20005,1986,Office,Office,713149,713968,80,58.1,57.9,182.3,181.8,5250,7.4,33903.7,12145177.92,NA,38.89799759,-77.03279231
PM3632510,0182_0083,The University of California Washington Center,2013,In Compliance,1608 RHODE ISLAND AV NW,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,2,WASHINGTON,DC,20036,2001,College/University,Residence Hall-Dormitory,184559,158819,35,80.5,80.8,183.2,183.5,1229.9,7.7,6010.4,2198206.767,52773.734,38.90652047,-77.03736419
PM1811655,0347_0022,Lincoln Square,2013,In Compliance,0555 11TH ST NW,LINCOLN CIRCLE ASSOCIATES LLC,2,WASHINGTON,DC,20004,2000,Office,Office,573411,416761,84,58.4,58.3,183.4,183,3082.3,7.4,7673.9,7133616.337,NA,38.89673243,-77.02656684
PM1268752,0140_0092,1850 M St.,2013,In Compliance,1850 M ST NW,MANUFACTURERS LIFE INSURANCE,2,WASHINGTON,DC,20036,1985,Office,Office,302448,254980,86,58.4,58.4,183.5,183.5,1886.6,7.4,3488.5,4366357.881,NA,38.90536331,-77.04289353
PM1423556,2535_0830,1875 Connecticut Ave NW,2013,In Compliance,1875 CONNECTICUT AV NW,UNIVERSAL BUILDING NORTH INC,1,WASHINGTON,DC,20009,1962,Office,Office,519484,404202,79,80.7,80.9,183.5,183.1,3136,7.8,3709,5597286.16,134952.159,38.91561755,-77.04530209
PM1356880,0126_0830,Barr Building,2013,In Compliance,0910 17TH ST NW,BARR BUILDING LLC,2,WASHINGTON,DC,20006,1927,Office,Office,115104,113960,82,60.2,60.1,183.6,183.3,847.1,7.4,1729.6,1923626.026,2998.348,38.90189142,-77.03992723
PM27448,0085_0060,The Millennium Building,2013,In Compliance,1909 K ST NW,NINA JO ASSOCIATES LLC,2,WASHINGTON,DC,20006,1973,Office,Office,239437,242937,85,58.5,58.5,183.7,183.7,1800.2,7.4,3945.7,4166340.965,NA,38.90286582,-77.04401849
PM3994420,1798_0028,Washington Hebrew Congregation,2013,In Compliance,3935 MACOMB ST NW,WASHINGTON HEBREW CONGREGATION,3,WASHINGTON,DC,20016,1954,Worship Facility,Worship Facility,95168,95168,20,95.3,95.6,183.7,183.9,761.5,8,1146.4,1115212.35,52675.31,38.9338736,-77.07804646
PM1525528,0222_0027,50011 - 1425 New York Ave NW,2013,In Compliance,1415 NEW YORK AV NW,RPT 1425 NEW YORK AVE LLC,2,WASHINGTON,DC,20005,1991,Office,Office,158124,284845,86,59,59,185.4,185.4,2129.8,7.5,4304.2,4929135.596,NA,38.89973061,-77.03259804
